HPI rank,country,Region,Life Sat,Life Exp,HLY,EF,,Happy Planet Index,HPI colour code
44,Malta,2e,7.1,79.1,56,3.8,=,50.4,4
45,Uzbekistan,7a,6,66.8,40.3,1.8,=,50.1,3
46,Chile,1b,6.3,78.3,49.2,3,=,49.7,3
47,Bolivia,1b,6.5,64.7,42.1,2.1,=,49.3,2
48,Armenia,7a,5,71.7,36.1,1.4,=,48.3,1
49,Singapore,6b,7.1,79.4,56.5,4.2,=,48.2,4
50,Yemen,3b,5.2,61.5,32,0.9,=,48.1,1
51,Germany,2c,7.2,79.1,56.8,4.2,=,48.1,1
52,Switzerland,2c,7.7,81.3,62.6,5,=,48.1,1
53,Sweden,2d,7.9,80.5,63.2,5.1,=,48,1
54,Albania,7b,5.5,76.2,41.7,2.2,=,47.9,1
55,Paraguay,1b,6.9,71.3,49,3.2,=,47.8,2
56,Palestine,3b,5,72.9,36.1,1.5,=,47.7,1
57,Austria,2c,7.8,79.4,61.9,5,=,47.7,1
58,Serbia,7b,6,73.6,44.2,2.6,=,47.6,2
59,Finland,2d,8,78.9,63.3,5.2,=,47.2,1
60,Croatia,7b,6.4,75.3,48.3,3.2,=,47.2,3
61,Kyrgyzstan,7a,5,65.6,32.7,1.1,=,47.1,1
62,Cyprus,2e,7.2,79,56.6,4.5,=,46.2,1
63,Guyana,1a,6.5,65.2,42.6,2.6,=,45.6,2
64,Belgium,2c,7.6,78.8,60,5.1,=,45.4,1
65,Bosnia and Herzegovina,7b,5.9,74.5,44,2.9,=,45,2
66,Slovenia,7b,7,77.4,54.2,4.5,=,44.5,1
67,Israel,3b,7.1,80.3,56.8,4.8,=,44.5,1
68,Korea,6b,6.3,77.9,49.1,3.7,=,44.4,3
69,Italy,2e,6.9,80.3,55.7,4.8,=,44,1
70,Romania,7b,5.9,71.9,42.6,2.9,=,43.9,2
71,France,2c,7.1,80.2,56.6,4.9,=,43.9,1
72,Georgia,7a,4.3,70.7,30.1,1.1,=,43.6,1
73,Slovakia,7b,6.1,74.2,45.1,3.3,=,43.5,2
74,United Kingdom,2c,7.4,79,58.6,5.3,=,43.3,1
75,Japan,6b,6.8,82.3,55.6,4.9,=,43.3,1
76,Spain,2e,7.6,80.5,61.2,5.7,=,43.2,1
77,Poland,7b,6.5,75.2,48.7,4,=,42.8,3
78,Ireland,2c,8.1,78.4,63.8,6.3,=,42.6,1
79,Iraq,3b,5.4,57.7,30.9,1.3,=,42.6,0
80,Cambodia,6c,4.9,58,28.4,0.9,=,42.3,0
81,Iran,3b,5.6,70.2,39.5,2.7,=,42.1,2
82,Bulgaria,7b,5.5,72.7,39.8,2.7,=,42,1
83,Turkey,3b,5.5,71.4,39.4,2.7,=,41.7,2
84,Hong Kong,6b,7.2,81.9,58.6,5.7,=,41.6,1
85,Azerbaijan,7a,5.3,67.1,35.4,2.2,=,41.2,1
86,Lithuania,7b,5.8,72.5,41.8,3.2,=,40.9,2
87,Djibouti,4b,5.7,53.9,30.5,1.5,=,40.4,1
88,Norway,2d,8.1,79.8,64.6,6.9,=,40.4,1
89,Canada,2b,8,80.3,64,7.1,=,39.4,1
90,Hungary,7b,5.7,72.9,41.8,3.5,=,38.9,2
91,Kazakhstan,7a,6.1,65.9,40.4,3.4,=,38.5,2
92,Czech Republic,7b,6.9,75.9,52,5.4,=,38.3,1
93,Mauritania,4c,5,63.2,31.3,1.9,=,38.2,1
94,Iceland,2d,7.8,81.5,63.9,7.4,=,38.1,1
95,Ukraine,7c,5.3,67.7,35.9,2.7,=,38.1,1
96,Senegal,4c,4.5,62.3,27.9,1.4,=,38,1
97,Greece,2e,6.8,78.9,54,5.9,=,37.6,1
98,Portugal,2e,5.9,77.7,45.5,4.4,=,37.5,1
99,Uruguay,1c,6.8,75.9,51.2,5.5,=,37.2,1
100,Ghana,4c,4.7,59.1,28,1.5,=,37.1,0
101,Latvia,7b,5.4,72,39.1,3.5,=,36.7,1
102,Australia,2a,7.9,80.9,63.7,7.8,=,36.6,1
103,New Zealand,2a,7.8,79.8,62.3,7.7,=,36.2,1
104,Belarus,7c,5.8,68.7,40.1,3.9,=,35.7,2
105,Denmark,2d,8.1,77.9,62.9,8,=,35.5,1
106,Mongolia,7a,5.7,65.9,37.3,3.5,=,35,2
107,Malawi,4a,4.4,46.3,20.6,0.5,=,34.5,0
108,Russian Federation,7c,5.9,65,38.1,3.7,=,34.5,2
109,Chad,4b,5.4,50.4,27,1.7,=,34.3,0
110,Lebanon,3b,4.7,71.5,33.7,3.1,=,33.6,1
111,Macedonia,7b,5.5,73.8,40.5,4.6,=,32.7,0
112,"Congo, Dem. Rep.",4a,3.6,54,19.7,0.5,=,32.4,0
113,Madagascar,4a,3.7,58.4,21.8,1.1,=,31.5,0
114,United States,2b,7.9,77.9,61.2,9.4,=,30.7,0
115,Nigeria,4c,4.8,46.5,22.2,1.3,=,30.3,0
116,Guinea,4c,4,54.8,21.8,1.3,=,30.3,0
117,Uganda,4b,4.5,49.7,22.3,1.4,=,30.2,0
118,South Africa,4a,5,50.8,25.2,2.1,=,29.7,0
119,Rwanda,4b,4.2,45.2,19.1,0.8,=,29.6,0
120,Congo,4a,3.9,45.8,18,0.6,=,29,0
121,Sudan,4b,4.5,57.4,25.8,2.4,=,28.5,0
122,Luxembourg,2c,7.7,78.4,60.1,10.2,=,28.5,0
123,United Arab Emirates,3b,7.2,78.3,56.2,9.5,=,28.2,0
124,Ethiopia,4b,4,51.8,20.6,1.4,=,28.1,0
125,Kenya,4b,3.7,52.1,19.1,1.1,=,27.8,0
126,Cameroon,4c,3.9,49.8,19.6,1.3,=,27.2,0
127,Zambia,4a,4.3,40.5,17.5,0.8,=,27.2,0
128,Kuwait,3b,6.7,77.3,51.6,8.9,=,27,0
129,Niger,4c,3.8,55.8,21,1.6,=,26.9,0
130,Angola,4a,4.3,41.7,17.8,0.9,=,26.8,0
131,Estonia,7b,5.6,71.2,40.1,6.4,=,26.4,1
132,Mali,4c,3.8,53.1,20,1.6,=,25.8,0
133,Mozambique,4a,3.8,42.8,16.4,0.9,=,24.6,0
134,Benin,4c,3,55.4,16.7,1,=,24.6,0
135,Togo,4c,2.6,57.8,15.2,0.8,=,23.3,0
136,Sierra Leone,4c,3.6,41.8,14.8,0.8,=,23.1,0
137,Central African Republic,4a,4,43.7,17.6,1.6,=,22.9,0
138,Burkina Faso,4c,3.6,51.4,18.7,2,=,22.4,0
139,Burundi,4b,2.9,48.5,14.3,0.8,=,21.8,0
140,Namibia,4a,4.5,51.6,23.2,3.7,=,21.1,0
141,Botswana,4a,4.7,48.1,22.6,3.6,=,20.9,0
142,Tanzania,4b,2.4,51,12.5,1.1,=,17.8,0
143,Zimbabwe,4a,2.8,40.9,11.6,1.1,=,16.6,0
